id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,gas,furnished,imgs,number_of_rooms,number_of_bathrooms
42970,Comfortable room@PERFECT location + 2 bikes,187580,Micha,,Centrum-West,52.36781447589647,4.890012023439633,Private room,159,3,426,2018-11-24,4.24,2,89,yes,yes,"['https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg']",7,9
43980,View into park / museum district (long/short stay),65041,Ym,,Zuid,52.3574562838326,4.861242085387215,Entire home/apt,100,28,61,2018-02-18,0.62,2,10,yes,no,"['https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg']",7,7
44129,Luxury design with canal view,187728,Tanya,,Centrum-West,52.380711229831924,4.886104318098604,Entire home/apt,250,2,176,2018-10-01,1.74,4,16,yes,no,"['https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg']",4,7
44391,"Amsterdam Centre, 3-room Apartment",194779,Jan,,Centrum-Oost,52.37016998640934,4.914377826765493,Entire home/apt,200,3,31,2018-11-18,0.31,1,0,yes,no,"['https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg']",1,4
45246,Cozy Flat in the Jordaan (center),200188,George,,Westerpark,52.37767639657083,4.876178648987073,Entire home/apt,155,3,79,2018-10-21,0.79,1,253,yes,no,"['https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg']",3,10
46386,Cozy loft in central Amsterdam,207342,Joost,,De Pijp - Rivierenbuurt,52.35247025928299,4.908254440320654,Entire home/apt,150,3,3,2018-01-03,0.03,1,0,no,yes,"['https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg']",10,2
47061,Charming apartment in old centre,211696,Ivar,,De Baarsjes - Oud-West,52.36798609885809,4.874469331907506,Entire home/apt,140,2,167,2018-11-03,1.67,1,0,yes,yes,"['https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg']",6,10
48076,Amsterdam Central and lot of space,219080,Franklin,,Centrum-West,52.3804200178011,4.894534735097551,Entire home/apt,350,5,159,2018-12-04,1.82,2,276,yes,no,"['https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg']",4,4
49790,Luxurous Houseboat-Great Location,227530,Klaas,,De Baarsjes - Oud-West,52.362663786120464,4.861031740012395,Entire home/apt,225,3,98,2018-11-18,1.06,1,296,yes,yes,"['https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg']",3,10
50515,"Family Home (No drugs, smoking or parties)",231864,Karin,,Bos en Lommer,52.37727239832183,4.839252562940868,Entire home/apt,120,3,12,2018-08-24,0.21,1,79,yes,no,"['https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg']",1,6
50518,Perfect central Amsterdam apartment,231806,Nikki,,Westerpark,52.382006131614766,4.8786496213350485,Entire home/apt,125,1,91,2018-11-18,1.22,1,0,no,yes,"['https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg']",7,1
50523,B & B de 9 Straatjes (city center),231946,Raymond,,Centrum-West,52.368407897663175,4.884133704990546,Private room,115,2,213,2018-11-21,2.21,1,206,no,yes,"['https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg']",9,6
50570,Bright Apartment - residential area,232321,Evert,,Bos en Lommer,52.377737441667115,4.848911991360075,Entire home/apt,90,4,152,2018-08-25,1.62,2,19,no,yes,"['https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg']",5,7
52490,Amsterdam Aqua,185836,VictorLuke,,Oostelijk Havengebied - Indische Buurt,52.370045892661075,4.938691236246298,Private room,72,3,81,2018-11-25,0.8200000000000001,1,11,no,no,"['https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/12/apartment-building-what-makes-good-apartment-building-scaled.jpg', 'https://www.phillyaptrentals.com/wp-content/uploads/2020/02/ambassador-2-thumbnail-image.jpg']",1,6
